,ID,Surveyed Date,Surveyed Time,Surveyed End Date,What brings you to this neighborhood today?,How often do you visit the neighborhood?,How much time do you typically spend when you visit?,How do you typically get to this neighborhood? Select Primary (next: secondary),How do you typically get to this neighborhood? (select secondary),How much money do you typically spend when you visit? (at businesses in the area),"In this neighborhood, how often do you recognize someone by face or name?",This neighborhood is clean and well-maintained?,This neighborhood is safe?,This neighborhood is attractive?,This neighborhood is active and lively?,This neighborhood is a place where its easy to talk to others? (who I may not have known before),This neighborhood has a strong identity?,This neighborhood is in an area with a lot of noise?,"When you visit the neighborhood, how often are you accompanied by anyone under 16 years old?","When you visit the neighborhood, how often are you accompanied by anyone over 65 years old?","When you visit the neighborhood, how often are you accompanied by anyone mobility assisted?","When you visit the neighborhood, how often are you accompanied by anyone who is a family member?",What year were you born?,Your gender identity?,Your ethnic identity?,Your racial identity?,What is your home zipcode?,Is it raining?,Location,Location Between,Location Between AND,Side of street for this interview,I live here,I work here,Passing through en route to somewhere else,Clinic,To meet friends,To shop,Dentist,Joining brother at the dentist,For music / art,Going to/from school,To dine / drink,Attractions,Fun,Fresh air,Volunteer,lat,lng,frmt_addrss,zipcode,area,lat_lng_geotype
319,9584679,06/13/2015,11:29:43,06/13/2015 11:32:00 AM,I Live Here,Daily,,On foot,Bus,$10-30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,,,,,,,,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
320,9584680,06/13/2015,11:39:30,06/13/2015 11:43:00 AM,I Live Here,Daily,,On foot,Car,Greater than $30,Very often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1976.0,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
321,9584681,06/13/2015,11:45:50,06/13/2015 11:51:00 AM,Passing through en route to somewhere else,Once a week,,Bus,On foot,Greater than $30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,Don't Know / No Opinion,Never,Sometimes,Never,Sometimes,,Female,Hispanic or Latino,,,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
322,9584682,06/13/2015,12:23:59,06/13/2015 12:25:00 PM,I Live Here,Daily,,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Disagree,,Moderately Agree,Never,Never,Never,Never,,Female,Non-Hispanic,Black,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
323,9584683,06/13/2015,12:33:44,06/13/2015 12:36:00 PM,I Live Here,Daily,,On foot,On foot,Greater than $30,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Often,Never,Never,Sometimes,1992.0,Female,Hispanic or Latino,,91331.0,No,Cesar Chavez,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
324,9584684,06/13/2015,12:47:35,06/13/2015 12:50:00 PM,Passing through en route to somewhere else,Several times a month,,Streetcar/Train,Bus,$10-30,Sometimes,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Sometimes,1961.0,Female,Hispanic or Latino,,91387.0,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
325,9584685,06/13/2015,12:50:33,06/13/2015 12:53:00 PM,I Live Here,Daily,,On foot,Bus,$10-30,Often,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Never,1997.0,Male,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
326,9584686,06/13/2015,12:53:44,06/13/2015 12:56:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,None,Never,,Moderately Disagree,,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,,91406.0,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
327,9584687,06/13/2015,13:04:33,06/13/2015 01:07:00 PM,I Work Here,Several times a month,30 minutes - 1 hour,Bus,Bus,None,Never,,,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1976.0,Male,Hispanic or Latino,,91405.0,No,Van Nuys,,,West,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
328,9584688,06/13/2015,13:07:48,06/13/2015 01:10:00 PM,I Live Here,Daily,,On foot,Bus,$10-30,Often,Moderately Agree,Moderately Agree,,,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1996.0,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
329,9584689,06/13/2015,13:10:46,06/13/2015 01:13:00 PM,To shop,Several times a month,30 minutes - 1 hour,Bus,Bus,Less than $5,Sometimes,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,,91402.0,No,Van Nuys,,,West,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
330,9584690,06/13/2015,13:13:31,06/13/2015 01:14:00 PM,"Passing through en route to somewhere else, To shop",Several times a month,30 minutes - 1 hour,Bus,Bus,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,,,Moderately Agree,Never,Never,Never,Sometimes,1999.0,Female,Hispanic or Latino,,,No,Van Nuys,,,West,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
331,9584691,06/13/2015,13:14:53,06/13/2015 01:18:00 PM,"Passing through en route to somewhere else, To shop",Several times a month,30 minutes - 1 hour,Bus,Bus,Greater than $30,Never,,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,,Moderately Agree,Often,Often,Never,Often,1975.0,Female,Hispanic or Latino,,91402.0,No,Van Nuys,,,West,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
332,9584692,06/13/2015,13:18:01,06/13/2015 01:18:00 PM,"Passing through en route to somewhere else, To shop",Several times a month,30 minutes - 1 hour,Bus,Bus,$10-30,Never,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,,Moderately Agree,Often,Never,Never,Often,,Female,Hispanic or Latino,,,No,Van Nuys,,,West,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
333,9584693,06/13/2015,13:21:04,06/13/2015 01:23:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,Less than $5,Sometimes,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1997.0,Male,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
334,9584694,06/13/2015,13:23:33,06/13/2015 01:27:00 PM,Passing through en route to somewhere else,Several times a month,,Bus,Bus,$5-10,Sometimes,Moderately Agree,Moderately Disagree,,Moderately Agree,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1989.0,Female,Hispanic or Latino,,,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
335,9584695,06/13/2015,13:34:50,06/13/2015 01:37:00 PM,Passing through en route to somewhere else,Once a week,10-30 minutes,Bus,Bus,$5-10,Sometimes,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Agree,,,Never,Never,Never,Never,,Female,Hispanic or Latino,,91342.0,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
336,9584696,06/13/2015,13:38:33,06/13/2015 01:41:00 PM,I Live Here,Several times a month,10-30 minutes,Bus,On foot,None,Sometimes,Don't Know / No Opinion,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Often,Never,Never,Often,1970.0,Female,Hispanic or Latino,,91340.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
337,9584697,06/13/2015,13:41:32,06/13/2015 01:42:00 PM,I Live Here,Several times a month,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,,Moderately Disagree,Moderately Agree,,,Moderately Agree,Never,Never,Never,Often,2001.0,Male,Hispanic or Latino,,,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
338,9584699,06/13/2015,13:43:04,06/13/2015 01:45:00 PM,I Live Here,Once a month,10-30 minutes,Bus,Bus,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Often,Never,Never,,Female,Non-Hispanic,Black,91340.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
339,9584700,06/13/2015,13:45:16,06/13/2015 01:46:00 PM,I Live Here,Several times a month,10-30 minutes,Bus,Bus,$5-10,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,,Female,Non-Hispanic,Black,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
340,9584701,06/13/2015,13:46:26,06/13/2015 01:48:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,,Sometimes,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1997.0,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
341,9584702,06/13/2015,14:11:53,06/13/2015 02:36:00 PM,I Live Here,Daily,,Bus,Bus,$5-10,Often,Strongly Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1993.0,Male,Non-Hispanic,Black,91342.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
342,9584703,06/13/2015,14:36:12,06/13/2015 02:39:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,None,Never,Moderately Agree,Moderately Disagree,,Moderately Agree,Moderately Disagree,,,Never,Never,Never,Never,1949.0,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
343,9584704,06/13/2015,14:40:03,06/13/2015 02:43:00 PM,Passing through en route to somewhere else,Several times a week,,Bus,On foot,$5-10,Often,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1997.0,Female,Hispanic or Latino,,91343.0,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
344,9584705,06/13/2015,14:43:17,06/13/2015 02:47:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,Bus,Bus,Greater than $30,Often,,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Sometimes,Sometimes,Sometimes,Sometimes,1955.0,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
345,9584706,06/13/2015,14:49:52,06/13/2015 02:54:00 PM,I Live Here,Daily,,Bus,On foot,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1983.0,Male,Non-Hispanic,White,91402.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
346,9584707,06/13/2015,14:54:39,06/13/2015 02:56:00 PM,Passing through en route to somewhere else,,< 10 minutes,Bus,Bus,None,Never,Moderately Agree,Moderately Disagree,,,,,,,,,,,Female,Hispanic or Latino,,,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
347,9584708,06/13/2015,14:56:50,06/13/2015 03:01:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Bus,$10-30,Often,Moderately Disagree,,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Often,,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
348,9584709,06/13/2015,15:01:23,06/13/2015 03:02:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Bus,$5-10,Sometimes,,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
349,9586615,06/13/2015,15:46:36,06/13/2015 03:49:00 PM,I Work Here,Once a week,10-30 minutes,Bus,Bus,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1990.0,Male,Hispanic or Latino,,91304.0,No,Van Nuys,,,West,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
350,9586616,06/13/2015,15:50:15,06/13/2015 03:57:00 PM,Passing through en route to somewhere else,Once a month,30 minutes - 1 hour,Car,Car,$10-30,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1965.0,Female,Hispanic or Latino,,90049.0,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
351,9586617,06/13/2015,16:03:17,06/13/2015 04:07:00 PM,Passing through en route to somewhere else,,,Bus,Bus,None,Never,,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,,Moderately Agree,Never,Never,Never,Never,1958.0,Female,Hispanic or Latino,,,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
352,9586618,06/13/2015,16:56:06,06/13/2015 04:58:00 PM,I Live Here,Once a week,30 minutes - 1 hour,Car,Bus,None,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,,Never,Never,Never,Never,1997.0,Male,Hispanic or Latino,,,No,Van Nuys,,,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
353,9586619,06/13/2015,16:58:21,06/13/2015 05:00:00 PM,Passing through en route to somewhere else,,10-30 minutes,Bus,Bus,$5-10,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1975.0,Male,Hispanic or Latino,,91356.0,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
354,9586620,06/13/2015,17:17:00,06/13/2015 05:20:00 PM,To meet friends,Several times a week,,Bus,Bus,None,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,,Male,Hispanic or Latino,,,No,Van Nuys,,,West,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,
355,9586621,06/13/2015,17:42:28,06/13/2015 05:46:00 PM,"I Live Here, Passing through en route to somewhere else",Daily,30 minutes - 1 hour,On foot,Bus,Greater than $30,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Often,Never,Never,Sometimes,1999.0,Female,Hispanic or Latino,,91331.0,No,Van Nuys,,,West,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
356,9586622,06/13/2015,17:46:11,06/13/2015 05:47:00 PM,Passing through en route to somewhere else,Several times a week,30 minutes - 1 hour,Bus,Bus,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Often,Never,Never,,1999.0,Female,Non-Hispanic,White,,No,Van Nuys,,,West,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
357,9703277,06/20/2015,10:58:59,06/20/2015 11:03:00 AM,To shop,Several times a week,30 minutes - 1 hour,Car,,$10-30,Never,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Agree,Often,Never,Never,Often,1981.0,Male,Non-Hispanic,White,90066.0,No,Venice Blvd,beethoven inglewood,,West,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
358,9679509,06/20/2015,11:12:37,06/20/2015 11:20:00 AM,"I Work Here, To meet friends",Once a week,,Bus,,$10-30,Very often,,Moderately Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Never,Never,Never,Never,,Male,Hispanic or Latino,White,90002.0,No,Central Ave,vernon,43rd,East,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,34.0039416,-118.2564986,East Vernon Avenue & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
359,9703278,06/20/2015,11:21:17,06/20/2015 11:24:00 AM,To dine / drink,,,Car,Car,$10-30,Never,,Moderately Agree,,Moderately Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Never,Never,Never,Never,1989.0,Female,Non-Hispanic,Asian,90017.0,No,Venice Blvd,beethoven,Inglewood,South,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
360,9679510,06/20/2015,11:23:40,06/20/2015 11:30:00 AM,"I Live Here, I Work Here",Daily,30 minutes - 1 hour,On foot,,,Very often,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Sometimes,Never,Never,Sometimes,1967.0,Male,,White,90006.0,No,Central Ave,43rd,Vernon,East,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0057592,-118.2565086,East 43rd Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
361,9703279,06/20/2015,11:29:31,06/20/2015 11:32:00 AM,I Live Here,Daily,,Bus,On foot,$10-30,Sometimes,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Moderately Disagree,,Strongly Disagree,Moderately Agree,Never,Never,Never,Often,1986.0,Male,Hispanic or Latino,Hispanic,90066.0,No,Venice Blvd,beethhoven,Inglewood,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
362,9679511,06/20/2015,11:35:50,06/20/2015 11:40:00 AM,I Live Here,Daily,,Bus,On foot,$10-30,Never,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Sometimes,Often,Sometimes,Sometimes,1989.0,Male,Hispanic or Latino,Hispanic,90011.0,No,Central Ave,42nd,43rd,East,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0075538,-118.2565134,East 42nd Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
363,9703280,06/20/2015,11:44:14,06/20/2015 11:48:00 AM,I Work Here,Once a week,,Bus,Bus,None,Very often,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Disagree,,Strongly Disagree,Moderately Agree,Never,Never,Never,Never,1958.0,Male,Non-Hispanic,Asian,90291.0,No,Venice Blvd,beethoven,Inglewood,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
364,9679512,06/20/2015,11:47:47,06/20/2015 11:53:00 AM,To meet friends,Once a month,10-30 minutes,On foot,,$5-10,Often,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Never,Never,,Often,1972.0,Male,Hispanic or Latino,,90003.0,No,Central Ave,41st,40th,East,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,34.0092385,-118.2565171,East 41st Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
365,9679802,06/20/2015,12:29:25,06/20/2015 12:35:00 PM,"I Live Here,  To meet friends, fresh air",Several times a week,,On foot,,$10-30,Very often,Moderately Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Never,Never,Often,Sometimes,,Male,Non-Hispanic,Black,90011.0,No,Central Ave,,,East,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,,,,,
366,9679803,06/20/2015,12:35:03,06/20/2015 12:38:00 PM,"I Live Here, Passing through en route to somewhere else",,10-30 minutes,Bus,On foot,$10-30,Sometimes,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Strongly Agree,Moderately Agree,,Moderately Agree,Never,Sometimes,Sometimes,Sometimes,,Male,Non-Hispanic,Black,,No,Central Ave,vernon,43rd,East,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.0039416,-118.2564986,East Vernon Avenue & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
367,9679805,06/20/2015,12:41:29,06/20/2015 12:47:00 PM,"I Live Here, Passing through en route to somewhere else",,10-30 minutes,Bus,On foot,Less than $5,Very often,Don't Know / No Opinion,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Never,Often,Often,Often,1942.0,Male,Non-Hispanic,Black,90011.0,No,Central Ave,43rd,Vernon ,East,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.0057592,-118.2565086,East 43rd Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
368,9703282,06/20/2015,12:51:43,06/20/2015 12:55:00 PM,I Live Here,Once a week,< 10 minutes,Bus,Bus,$5-10,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,Moderately Agree,Never,Never,Never,Never,1979.0,Male,Non-Hispanic,White,90016.0,No,Venice Blvd,beethoven,Inglewood,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
369,9703283,06/20/2015,13:10:45,06/20/2015 01:14:00 PM,"I Live Here, I Work Here",Daily,10-30 minutes,Bike,Bus,$5-10,Often,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1989.0,Male,Non-Hispanic,White,90066.0,No,Venice Blvd,inglewood,Beethoven ,North,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0061694,-118.4288615,Venice Boulevard & Inglewood Boulevard,90066,Mar Vista,GEOMETRIC_CENTER
370,9679956,06/20/2015,13:12:56,06/20/2015 01:20:00 PM,I Work Here,Daily,,Bus,Car,Greater than $30,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Often,Often,Often,1959.0,Male,Hispanic or Latino,,90255.0,No,Central Ave,mlk,Mlk,West,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0109595,-118.2565295,East Martin Luther King Junior Boulevard & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
371,9679957,06/20/2015,13:26:45,06/20/2015 01:31:00 PM,I Live Here,Daily,,Car,,$5-10,Very often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Often,Never,Never,Often,1990.0,Male,Non-Hispanic,Los Angeles American,90011.0,No,Central Ave,40th,Mlk,West,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.010093,-118.2565252,East 40th Place & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
372,9703284,06/20/2015,13:31:53,06/20/2015 01:34:00 PM,I Live Here,Daily,,Bike,Car,Greater than $30,Never,,Moderately Disagree,,,Moderately Disagree,Moderately Disagree,Moderately Agree,Never,Never,Never,Never,1979.0,Male,Non-Hispanic,White,90066.0,No,Venice Blvd,inglewood,Beethoven ,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0061694,-118.4288615,Venice Boulevard & Inglewood Boulevard,90066,Mar Vista,GEOMETRIC_CENTER
373,9680228,06/20/2015,13:54:55,06/20/2015 01:58:00 PM,To shop,Daily,30 minutes - 1 hour,Bike,,$10-30,Very often,Don't Know / No Opinion,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,,Moderately Agree,Never,Never,Never,Sometimes,1992.0,Male,Non-Hispanic,Black,90059.0,No,Central Ave,42nd,41,West,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.0075538,-118.2565134,East 42nd Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
374,9680229,06/20/2015,14:04:44,06/20/2015 02:07:00 PM,I Work Here,,,Car,,None,Never,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Don't Know / No Opinion,Strongly Agree,Never,Never,Never,Never,1991.0,Female,Hispanic or Latino,Hispanic,90715.0,No,Central Ave,vernon,43rd,West,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.0039416,-118.2564986,East Vernon Avenue & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
375,9703285,06/20/2015,14:05:36,06/20/2015 02:08:00 PM,Passing through en route to somewhere else,,< 10 minutes,Bus,On foot,None,Never,,Moderately Agree,,Strongly Agree,,,Moderately Disagree,Never,Never,Never,Never,1990.0,Female,Hispanic or Latino,WhitehispAnic,90004.0,No,Venice Blvd,inglewood,Beethoven ,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.0061694,-118.4288615,Venice Boulevard & Inglewood Boulevard,90066,Mar Vista,GEOMETRIC_CENTER
376,9703286,06/20/2015,14:10:40,06/20/2015 02:13:00 PM,For music / art,Several times a month,,Bike,Other,Greater than $30,Sometimes,Moderately Agree,Moderately Agree,,Moderately Agree,Don't Know / No Opinion,Moderately Disagree,Moderately Disagree,Never,Never,Never,Sometimes,1986.0,Male,Non-Hispanic,White,90230.0,No,Venice Blvd,beethoven,Inglewood ,South,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,33.9997707,-118.4412112,Venice Boulevard & Beethoven Street,90066,Mar Vista,GEOMETRIC_CENTER
377,9680230,06/20/2015,14:11:59,06/20/2015 02:17:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,,Greater than $30,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1971.0,Male,Hispanic or Latino,el salvadorian,90031.0,No,Central Ave,43rd,43rd,East,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.0057592,-118.2565086,East 43rd Street & South Central Avenue,90011,South Los Angeles,GEOMETRIC_CENTER
