ID,Surveyed Date,Surveyed Time,Surveyed End Date,Q1. What brings you to this neighborhood today?,Q2. How often do you visit the neighborhood?,Q3. How much time do you typically spend when you visit?,Q4. How do you typically get to this neighborhood? Select Primary (next: secondary),Q5. How do you typically get to this neighborhood? (select secondary),Q6. How much money do you typically spend when you visit? (at businesses in the area),"Q7. In this neighborhood, how often do you recognize someone by face or name?",Q8. This neighborhood is clean and well-maintained,Q9. This neighborhood is safe,Q10. This neighborhood is attractive,Q11. This neighborhood is active and lively,Q12. This neighborhood is a place where it's easy to talk to others (who I may not have known before),Q13. This neighborhood has a strong identity,Q14. This neighborhood is in an area with a lot of noise,"Q15. When you visit the neighborhood, how often are you accompanied by anyone under 16 years old?","Q16. When you visit the neighborhood, how often are you accompanied by anyone over 65 years old?","Q17. When you visit the neighborhood, how often are you accompanied by anyone mobility assisted?","Q18. When you visit the neighborhood, how often are you accompanied by anyone who is a family member?",Q19. What year were you born?,Q20. Your gender identity:,Q21. Your ethnic identity:,Q22. Your racial identity:,Q23. What is your home zipcode?,Q25. SURVEYOR: Is it raining?,Q26. SURVEYOR: Location,Q27. Location Between __,Q28. Location Between AND __,Q29. SURVEYOR: Side of street for this interview
9515505,06/06/2015,17:41:46,06/06/2015 05:48:00 PM,attractions ,Several times a week,,On foot,Bus,$5-10,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Often,Never,1973,Male,,multicultural ,90064,No,Hollywood,La Brea ,Gower ,South
9515506,06/06/2015,17:52:16,06/06/2015 05:54:00 PM,I Work Here,,,Car,On foot,$10-30,Never,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Sometimes,Never,Sometimes,1984,Female,Non-Hispanic,White,90034,No,Hollywood,La Brea ,Gower ,South
9515508,06/06/2015,17:58:06,06/06/2015 06:02:00 PM,I Work Here,Daily,,On foot,,$5-10,Very often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1964,Male,Non-Hispanic,Black,90028,No,Hollywood,La Brea ,Gower ,South
9525747,06/09/2015,7:05:37,06/09/2015 07:08:00 AM,I Work Here,Daily,,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Disagree,,,Never,Never,Never,Never,1973,Male,Hispanic or Latino,White,90255,Yes,Cesar Chavez,,,South
9525748,06/09/2015,7:09:07,06/09/2015 07:11:00 AM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,,,,,,Never,Never,Never,Never,,Female,Hispanic or Latino,White,,Yes,Cesar Chavez,,,South
9525749,06/09/2015,7:30:46,06/09/2015 07:34:00 AM,I Live Here,Daily,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,,,Moderately Disagree,Never,Sometimes,Never,Never,1963,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525750,06/09/2015,7:34:48,06/09/2015 07:44:00 AM,Passing through en route to somewhere else,Daily,10-30 minutes,On foot,On foot,Less than $5,Sometimes,Moderately Agree,Moderately Agree,,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1965,Female,Hispanic or Latino,White,90033,Yes,Cesar Chavez,,,North
9525751,06/09/2015,7:45:48,06/09/2015 07:50:00 AM,I Live Here,Daily,30 minutes - 1 hour,On foot,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Sometimes,,Sometimes,,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,Soto,Evergreen,North
9525752,06/09/2015,7:54:05,06/09/2015 07:56:00 AM,I Work Here,Daily,,Bus,Bus,None,Often,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1964,Female,Non-Hispanic,Asian,90703,No,Cesar Chavez,Soto,Evergreen,North
9525753,06/09/2015,7:59:50,06/09/2015 08:02:00 AM,I Live Here,Daily,10-30 minutes,On foot,Car,Less than $5,Sometimes,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1989,Female,Hispanic or Latino,White,90033,Yes,Cesar Chavez,Soto,Evergreen,North
9525754,06/09/2015,8:03:19,06/09/2015 08:05:00 AM,I Live Here,Daily,10-30 minutes,On foot,On foot,,Sometimes,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Sometimes,,,Sometimes,,Female,Hispanic or Latino,Native Hawaiian or Pac Islander,90033,No,Cesar Chavez,,,North
9525755,06/09/2015,8:06:21,06/09/2015 08:09:00 AM,To shop,Several times a month,10-30 minutes,Bus,On foot,None,Never,Moderately Agree,Moderately Agree,Moderately Disagree,,,,Moderately Agree,Never,Never,Never,Never,,Male,Hispanic or Latino,White,,No,Cesar Chavez,,,North
9525756,06/09/2015,8:22:11,06/09/2015 08:32:00 AM,I Live Here,Several times a week,< 10 minutes,On foot,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Sometimes,1991,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525757,06/09/2015,8:38:57,06/09/2015 08:41:00 AM,I Live Here,Daily,10-30 minutes,On foot,On foot,Greater than $30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1992,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525758,06/09/2015,8:47:59,06/09/2015 08:50:00 AM,I Live Here,Daily,10-30 minutes,On foot,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Sometimes,Never,Sometimes,1988,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525759,06/09/2015,9:07:38,06/09/2015 09:09:00 AM,I Live Here,Several times a week,,On foot,On foot,Greater than $30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,,Moderately Agree,Moderately Disagree,Sometimes,Never,Never,Sometimes,1990,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525760,06/09/2015,9:13:35,06/09/2015 09:15:00 AM,Passing through en route to somewhere else,Several times a month,,Bus,Bus,$10-30,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,,,,Sometimes,Never,Never,Sometimes,1985,Female,Hispanic or Latino,White,90255,No,Cesar Chavez,,,North
9525761,06/09/2015,9:16:15,06/09/2015 09:18:00 AM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1965,Male,Hispanic or Latino,White,,No,Cesar Chavez,,,North
9525762,06/09/2015,9:19:18,06/09/2015 09:22:00 AM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Bus,$10-30,Often,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Sometimes,Sometimes,Sometimes,,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525763,06/09/2015,9:22:28,06/09/2015 09:25:00 AM,I Live Here,Daily,10-30 minutes,On foot,Bus,None,Very often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525764,06/09/2015,9:27:04,06/09/2015 09:34:00 AM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,Greater than $30,Often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1974,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525765,06/09/2015,10:00:28,06/09/2015 10:03:00 AM,I Live Here,Several times a week,10-30 minutes,On foot,On foot,None,Very often,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1978,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525766,06/09/2015,10:13:01,06/09/2015 10:15:00 AM,I Live Here,Daily,,On foot,On foot,$5-10,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Never,1991,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525767,06/09/2015,10:19:48,06/09/2015 10:24:00 AM,I Live Here,Daily,10-30 minutes,On foot,On foot,$5-10,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Moderately Agree,,Never,Never,Never,Never,1953,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525768,06/09/2015,10:29:03,06/09/2015 10:31:00 AM,Passing through en route to somewhere else,Once a week,10-30 minutes,Bus,Bus,None,Never,Moderately Disagree,Moderately Agree,,Moderately Agree,Moderately Agree,,,Never,Never,Never,Never,1984,Male,Hispanic or Latino,White,90063,No,Cesar Chavez,,,North
9525769,06/09/2015,10:44:03,06/09/2015 10:47:00 AM,Passing through en route to somewhere else,Daily,30 minutes - 1 hour,Bus,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Sometimes,1990,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,Soto,St. Louis,South
9525770,06/09/2015,10:47:37,06/09/2015 10:49:00 AM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,On foot,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1991,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,South
9525771,06/09/2015,10:49:10,06/09/2015 10:50:00 AM,I Live Here,Several times a week,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1998,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,South
9525772,06/09/2015,10:50:32,06/09/2015 10:51:00 AM,I Live Here,Several times a week,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,Don't Know / No Opinion,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1997,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,South
9525773,06/09/2015,11:51:41,06/09/2015 11:54:00 AM,fun,Several times a month,,Car,On foot,$5-10,Sometimes,Moderately Disagree,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Never,1982,Male,Non-Hispanic,Black,90250,No,Cesar Chavez,Soto,St. Louis,South
9525774,06/09/2015,12:00:09,06/09/2015 12:03:00 PM,I Live Here,Once a month,10-30 minutes,On foot,Bus,$10-30,Sometimes,Moderately Disagree,,,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,1987,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,Soto,Evergreen,North
9525775,06/09/2015,12:04:51,06/09/2015 12:09:00 PM,To shop,Several times a month,30 minutes - 1 hour,Bus,Bus,$10-30,Never,Moderately Disagree,Don't Know / No Opinion,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90063,No,Cesar Chavez,,,North
9525776,06/09/2015,12:09:23,06/09/2015 12:12:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bike,Bus,Less than $5,Never,Moderately Disagree,,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,1993,Male,Hispanic or Latino,White,90031,No,Cesar Chavez,,,North
9525777,06/09/2015,12:13:56,06/09/2015 12:17:00 PM,I Live Here,Several times a week,10-30 minutes,On foot,Bus,,,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525778,06/09/2015,12:18:13,06/09/2015 12:22:00 PM,I Live Here,Several times a week,10-30 minutes,On foot,Bus,$10-30,Sometimes,Don't Know / No Opinion,Moderately Agree,Moderately Agree,,Moderately Agree,,Moderately Agree,Never,Sometimes,Never,Sometimes,1985,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525779,06/09/2015,12:23:24,06/09/2015 12:26:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Bus,Greater than $30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Agree,Never,Often,Often,Often,1994,Female,Hispanic or Latino,BlackWhite,90033,No,Cesar Chavez,,,North
9525780,06/09/2015,12:30:07,06/09/2015 12:32:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,,,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,,No,Cesar Chavez,,,North
9525781,06/09/2015,12:34:43,06/09/2015 12:37:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1994,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525782,06/09/2015,12:38:43,06/09/2015 12:41:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,None,Never,Moderately Disagree,,Moderately Disagree,,,,Moderately Agree,Never,Never,Never,Sometimes,1967,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9525783,06/09/2015,12:52:26,06/09/2015 12:59:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Car,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Sometimes,,Female,Hispanic or Latino,White,91801,No,Cesar Chavez,,,North
9528595,06/09/2015,14:21:30,06/09/2015 02:23:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,Greater than $30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,,,,Moderately Agree,Never,Never,Never,Never,1967,Male,Hispanic or Latino,White,90031,No,Cesar Chavez,,,North
9528596,06/09/2015,14:25:16,06/09/2015 02:27:00 PM,Passing through en route to somewhere else,Several times a week,30 minutes - 1 hour,Bus,Bus,,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1950,Female,Hispanic or Latino,White,90022,No,Cesar Chavez,,,North
9528597,06/09/2015,14:28:35,06/09/2015 02:31:00 PM,"Passing through en route to somewhere else, To shop",,30 minutes - 1 hour,Bus,Bus,$10-30,Never,Moderately Agree,,Moderately Disagree,,Moderately Agree,,,Never,Sometimes,Never,Sometimes,,Male,Hispanic or Latino,White,90057,No,Cesar Chavez,,,North
9528598,06/09/2015,14:59:54,06/09/2015 03:04:00 PM,I Work Here,Daily,,On foot,Car,Greater than $30,Often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1982,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,North
9528599,06/09/2015,15:16:26,06/09/2015 03:36:00 PM,To shop,Several times a week,30 minutes - 1 hour,Car,Bus,$10-30,Often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1993,Male,Hispanic or Latino,White,90063,No,Cesar Chavez,,,South
9528600,06/09/2015,15:37:45,06/09/2015 03:40:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,91722,No,Cesar Chavez,,,South
9528601,06/09/2015,15:41:24,06/09/2015 03:43:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,$10-30,Never,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1973,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,South
9528602,06/09/2015,15:56:25,06/09/2015 03:58:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,,Moderately Disagree,Moderately Agree,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,White,,No,Cesar Chavez,,,South
9528603,06/09/2015,16:00:39,06/09/2015 04:04:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,$5-10,Sometimes,,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1970,Female,Hispanic or Latino,White,91770,No,Cesar Chavez,,,South
9528604,06/09/2015,16:05:05,06/09/2015 04:07:00 PM,"I Live Here, I Work Here",Several times a week,30 minutes - 1 hour,Bus,Car,$10-30,Sometimes,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Never,Never,Never,Sometimes,1984,Male,Hispanic or Latino,White,90063,No,Cesar Chavez,,,South
9528605,06/09/2015,16:07:54,06/09/2015 04:10:00 PM,I Live Here,Several times a week,,Bus,Bus,Greater than $30,Never,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,,,,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,South
9528607,06/09/2015,16:17:56,06/09/2015 04:21:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,$10-30,Very often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1994,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,South
9528608,06/09/2015,16:21:08,06/09/2015 04:22:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,$5-10,Often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,2002,Female,Hispanic or Latino,White,90033,No,Cesar Chavez,,,South
9528609,06/09/2015,16:31:14,06/09/2015 04:43:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,$5-10,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,,Male,Hispanic or Latino,White,,No,Cesar Chavez,,,South
9528610,06/09/2015,16:43:15,06/09/2015 04:44:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,$5-10,Never,Moderately Disagree,Moderately Disagree,,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,,Female,Hispanic or Latino,White,,No,Cesar Chavez,,,South
9528611,06/09/2015,16:58:38,06/09/2015 05:01:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Car,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1987,Male,Hispanic or Latino,White,91706,No,Cesar Chavez,,,South
9528612,06/09/2015,17:09:00,06/09/2015 05:11:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,Greater than $30,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Never,1980,Female,Hispanic or Latino,White,99022,No,Cesar Chavez,,,South
9528613,06/09/2015,17:12:03,06/09/2015 05:14:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Never,Never,Never,Never,1988,Male,Hispanic or Latino,White,90063,No,Cesar Chavez,,,South
9528614,06/09/2015,17:18:13,06/09/2015 05:20:00 PM,I Work Here,Daily,,Bus,Bus,Less than $5,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1978,Female,Hispanic or Latino,White,,Yes,Cesar Chavez,,,South
9528615,06/09/2015,17:45:02,06/09/2015 05:47:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,$5-10,Never,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Sometimes,Never,Sometimes,1996,Female,Hispanic or Latino,White,90026,No,Cesar Chavez,,,North
9528616,06/09/2015,17:47:41,06/09/2015 05:56:00 PM,"I Live Here, Passing through en route to somewhere else",Daily,,On foot,Bus,$5-10,Often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,,Sometimes,Sometimes,,Sometimes,1989,Male,Hispanic or Latino,White,90033,No,Cesar Chavez,,,South
9543579,06/10/2015,7:08:34,06/10/2015 07:12:00 AM,I Work Here,Once a week,10-30 minutes,Bus,Streetcar/Train,Less than $5,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1985,Male,Non-Hispanic,White,,No,Hollywood,Sycamore,La Brea,South
9543580,06/10/2015,7:16:20,06/10/2015 07:24:00 AM,Passing through en route to somewhere else,Daily,< 10 minutes,Streetcar/Train,Bus,None,Very often,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1978,Female,Hispanic or Latino,White,,No,Hollywood,sycamore,highland,North
9543581,06/10/2015,7:29:29,06/10/2015 07:32:00 AM,I Work Here,Daily,,Streetcar/Train,Streetcar/Train,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1981,Female,Hispanic or Latino,White,91602,No,Hollywood,mccadden,las palmas,North
9543582,06/10/2015,7:34:26,06/10/2015 07:38:00 AM,I Live Here,Daily,,On foot,Bus,Less than $5,Never,Moderately Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,Never,Often,Often,Never,1954,Female,Non-Hispanic,White,90028,No,Hollywood,las palmas,cherokee,North
9543583,06/10/2015,7:39:49,06/10/2015 07:43:00 AM,I Work Here,Several times a month,,Car,Car,$10-30,Very often,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1962,Male,Non-Hispanic,White,90210,No,Hollywood,cherokee,whitley,North
9543584,06/10/2015,7:44:58,06/10/2015 07:50:00 AM,I Live Here,Daily,,On foot,Taxi,$10-30,Very often,,Strongly Disagree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1976,Female,Non-Hispanic,Black,90028,No,Hollywood,whitley,schrader,North
9543585,06/10/2015,8:06:47,06/10/2015 08:09:00 AM,I Live Here,Daily,,Car,On foot,$10-30,Very often,,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Sometimes,Never,Sometimes,1988,Female,Non-Hispanic,White,90028,No,Hollywood,wilcox,cahuenga,North
9543586,06/10/2015,8:12:00,06/10/2015 08:14:00 AM,To shop,,,Car,Taxi,$10-30,Never,Moderately Disagree,,Moderately Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Often,Often,Never,Often,1977,Male,Non-Hispanic,Asian,,No,Hollywood,cahuenga,ivar,North
9543587,06/10/2015,8:19:41,06/10/2015 08:22:00 AM,To shop,,,Car,On foot,$10-30,Never,Moderately Disagree,,Moderately Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Often,Never,Often,1953,Male,Non-Hispanic,White,,No,Hollywood,vine,argyle,North
9543589,06/10/2015,8:26:52,06/10/2015 08:30:00 AM,I Work Here,Several times a week,,Bus,Bus,$5-10,Often,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1984,Female,Hispanic or Latino,White,90043,No,Hollywood,argyle,el centro,North
9543590,06/10/2015,8:38:42,06/10/2015 08:40:00 AM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Streetcar/Train,Bus,Less than $5,Sometimes,,Moderately Disagree,,Moderately Agree,,Moderately Agree,Strongly Agree,Sometimes,Often,Sometimes,Often,1951,Female,Non-Hispanic,White,91206,No,Hollywood,vine,argyle,South
9543591,06/10/2015,8:42:18,06/10/2015 08:45:00 AM,I Live Here,Daily,,On foot,Car,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Sometimes,1979,Male,Non-Hispanic,Black,90028,No,Hollywood,vine,argyle,South
9543592,06/10/2015,9:02:35,06/10/2015 09:05:00 AM,I Work Here,Several times a week,,Car,Car,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1987,Female,Non-Hispanic,Black,90029,No,Hollywood,ivar,vine,South
9543593,06/10/2015,9:08:50,06/10/2015 09:10:00 AM,I Live Here,Daily,,Bike,On foot,$10-30,Sometimes,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Never,1988,Male,Non-Hispanic,White,90028,No,Hollywood,cahuenga,cosmo,South
9543594,06/10/2015,9:14:31,06/10/2015 09:25:00 AM,Passing through en route to somewhere else,Several times a week,30 minutes - 1 hour,On foot,Bus,None,Very often,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Never,1965,Male,Non-Hispanic,Black,,No,Hollywood,las palmas,cherokee,South
9543595,06/10/2015,9:25:51,06/10/2015 09:28:00 AM,Passing through en route to somewhere else,,10-30 minutes,On foot,Streetcar/Train,$5-10,Never,Don't Know / No Opinion,,Moderately Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1995,Female,Non-Hispanic,White,,No,Hollywood,mccadden,las palmas,South
9543596,06/10/2015,9:34:37,06/10/2015 09:37:00 AM,To shop,,,On foot,On foot,$5-10,Never,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Moderately Agree,Never,Never,Never,Never,1997,Male,Non-Hispanic,White,,No,Hollywood,orange,highland,South
